stepsToClean,cleanPercentage,totalMovements,maxTimeReached,totalSteps,numAgents,agentType,repetition,success,movementsPerAgent
,93.0,914,True,500,2,random,22,False,457.0
,88.16666666666667,928,True,500,2,random,23,False,464.0
,90.0,915,True,500,2,random,24,False,457.5
,92.0,913,True,500,2,random,25,False,456.5
,91.0,900,True,500,2,random,26,False,450.0
,90.16666666666666,900,True,500,2,random,27,False,450.0
,92.33333333333333,902,True,500,2,random,28,False,451.0
,91.33333333333333,879,True,500,2,random,29,False,439.5
,91.83333333333333,903,True,500,2,random,30,False,451.5
,90.5,920,True,500,2,random,31,False,460.0
,91.83333333333333,906,True,500,2,random,32,False,453.0
,93.0,852,True,500,2,random,33,False,426.0
,90.0,883,True,500,2,random,34,False,441.5
,91.66666666666666,871,True,500,2,random,35,False,435.5
,92.0,888,True,500,2,random,36,False,444.0
,90.83333333333333,899,True,500,2,random,37,False,449.5
,91.16666666666666,877,True,500,2,random,38,False,438.5
,90.16666666666666,849,True,500,2,random,39,False,424.5
,91.5,894,True,500,2,random,40,False,447.0
,90.16666666666666,904,True,500,2,random,41,False,452.0
,92.5,853,True,500,2,random,42,False,426.5
,91.83333333333333,900,True,500,2,random,43,False,450.0
,93.5,890,True,500,2,random,44,False,445.0
,92.5,895,True,500,2,random,45,False,447.5
,89.83333333333333,906,True,500,2,random,46,False,453.0
,92.16666666666666,874,True,500,2,random,47,False,437.0
,92.16666666666666,864,True,500,2,random,48,False,432.0
,88.16666666666667,890,True,500,2,random,49,False,445.0
,91.66666666666666,878,True,500,2,random,50,False,439.0
,93.16666666666666,883,True,500,2,random,51,False,441.5
,92.0,909,True,500,2,random,52,False,454.5
,91.66666666666666,902,True,500,2,random,53,False,451.0
,92.0,891,True,500,2,random,54,False,445.5
,92.16666666666666,887,True,500,2,random,55,False,443.5
,91.66666666666666,907,True,500,2,random,56,False,453.5
,92.33333333333333,899,True,500,2,random,57,False,449.5
,93.33333333333333,887,True,500,2,random,58,False,443.5
,92.16666666666666,849,True,500,2,random,59,False,424.5
,93.0,867,True,500,2,random,60,False,433.5
,92.16666666666666,861,True,500,2,random,61,False,430.5
,92.83333333333333,873,True,500,2,random,62,False,436.5
,91.66666666666666,889,True,500,2,random,63,False,444.5
,90.33333333333333,898,True,500,2,random,64,False,449.0
,91.16666666666666,887,True,500,2,random,65,False,443.5
,90.5,881,True,500,2,random,66,False,440.5
,90.33333333333333,858,True,500,2,random,67,False,429.0
,91.66666666666666,876,True,500,2,random,68,False,438.0
,91.0,888,True,500,2,random,69,False,444.0
,88.66666666666667,884,True,500,2,random,70,False,442.0
,91.66666666666666,886,True,500,2,random,71,False,443.0
,92.33333333333333,924,True,500,2,random,72,False,462.0
,92.0,902,True,500,2,random,73,False,451.0
,91.5,844,True,500,2,random,74,False,422.0
,90.33333333333333,864,True,500,2,random,75,False,432.0
,92.5,897,True,500,2,random,76,False,448.5
,92.66666666666666,864,True,500,2,random,77,False,432.0
,90.83333333333333,873,True,500,2,random,78,False,436.5
,89.16666666666667,890,True,500,2,random,79,False,445.0
,91.0,879,True,500,2,random,80,False,439.5
,92.83333333333333,891,True,500,2,random,81,False,445.5
,91.5,904,True,500,2,random,82,False,452.0
,91.83333333333333,894,True,500,2,random,83,False,447.0
,92.0,876,True,500,2,random,84,False,438.0
,92.0,906,True,500,2,random,85,False,453.0
,91.83333333333333,886,True,500,2,random,86,False,443.0
,91.66666666666666,911,True,500,2,random,87,False,455.5
,91.83333333333333,902,True,500,2,random,88,False,451.0
,91.33333333333333,904,True,500,2,random,89,False,452.0
,94.33333333333334,890,True,500,2,random,90,False,445.0
,91.83333333333333,906,True,500,2,random,91,False,453.0
,93.66666666666667,893,True,500,2,random,92,False,446.5
,92.16666666666666,859,True,500,2,random,93,False,429.5
,90.33333333333333,897,True,500,2,random,94,False,448.5
,91.66666666666666,841,True,500,2,random,95,False,420.5
,92.16666666666666,913,True,500,2,random,96,False,456.5
,91.5,876,True,500,2,random,97,False,438.0
,92.33333333333333,895,True,500,2,random,98,False,447.5
,91.83333333333333,878,True,500,2,random,99,False,439.0
,96.33333333333334,1791,True,500,4,random,0,False,447.75
,95.16666666666667,1807,True,500,4,random,1,False,451.75
,96.0,1777,True,500,4,random,2,False,444.25
,95.5,1751,True,500,4,random,3,False,437.75
,96.16666666666667,1797,True,500,4,random,4,False,449.25
,97.5,1793,True,500,4,random,5,False,448.25
,97.16666666666667,1808,True,500,4,random,6,False,452.0
,95.5,1807,True,500,4,random,7,False,451.75
,96.0,1813,True,500,4,random,8,False,453.25
,97.0,1804,True,500,4,random,9,False,451.0
,96.16666666666667,1814,True,500,4,random,10,False,453.5
,97.16666666666667,1798,True,500,4,random,11,False,449.5
,93.5,1808,True,500,4,random,12,False,452.0
,95.33333333333334,1821,True,500,4,random,13,False,455.25
,95.0,1730,True,500,4,random,14,False,432.5
,97.83333333333334,1809,True,500,4,random,15,False,452.25
,93.83333333333333,1781,True,500,4,random,16,False,445.25
,95.83333333333334,1837,True,500,4,random,17,False,459.25
,96.83333333333334,1784,True,500,4,random,18,False,446.0
,96.5,1786,True,500,4,random,19,False,446.5
,96.0,1792,True,500,4,random,20,False,448.0
,96.33333333333334,1840,True,500,4,random,21,False,460.0
,95.5,1752,True,500,4,random,22,False,438.0
,97.16666666666667,1801,True,500,4,random,23,False,450.25
,98.5,1766,True,500,4,random,24,False,441.5
,94.16666666666667,1803,True,500,4,random,25,False,450.75
,96.16666666666667,1842,True,500,4,random,26,False,460.5
,97.16666666666667,1768,True,500,4,random,27,False,442.0
,96.33333333333334,1831,True,500,4,random,28,False,457.75
,98.16666666666667,1788,True,500,4,random,29,False,447.0
,96.16666666666667,1835,True,500,4,random,30,False,458.75
,95.0,1836,True,500,4,random,31,False,459.0
,97.83333333333334,1771,True,500,4,random,32,False,442.75
,96.16666666666667,1776,True,500,4,random,33,False,444.0
,96.66666666666667,1771,True,500,4,random,34,False,442.75
,96.0,1773,True,500,4,random,35,False,443.25
,95.0,1840,True,500,4,random,36,False,460.0
,97.83333333333334,1802,True,500,4,random,37,False,450.5
,97.16666666666667,1806,True,500,4,random,38,False,451.5
,93.16666666666666,1840,True,500,4,random,39,False,460.0
,95.83333333333334,1787,True,500,4,random,40,False,446.75
,97.66666666666667,1792,True,500,4,random,41,False,448.0
,95.83333333333334,1780,True,500,4,random,42,False,445.0
,93.33333333333333,1780,True,500,4,random,43,False,445.0
,95.66666666666667,1760,True,500,4,random,44,False,440.0
,95.66666666666667,1825,True,500,4,random,45,False,456.25
,95.83333333333334,1823,True,500,4,random,46,False,455.75
,96.5,1805,True,500,4,random,47,False,451.25
,96.33333333333334,1845,True,500,4,random,48,False,461.25
,96.16666666666667,1827,True,500,4,random,49,False,456.75
,95.66666666666667,1801,True,500,4,random,50,False,450.25
,96.83333333333334,1810,True,500,4,random,51,False,452.5
,93.5,1755,True,500,4,random,52,False,438.75
,96.66666666666667,1819,True,500,4,random,53,False,454.75
,96.66666666666667,1814,True,500,4,random,54,False,453.5
,96.0,1777,True,500,4,random,55,False,444.25
,95.66666666666667,1736,True,500,4,random,56,False,434.0
,95.0,1785,True,500,4,random,57,False,446.25
,96.83333333333334,1800,True,500,4,random,58,False,450.0
,95.0,1846,True,500,4,random,59,False,461.5
,93.33333333333333,1803,True,500,4,random,60,False,450.75
,95.0,1795,True,500,4,random,61,False,448.75
,95.66666666666667,1838,True,500,4,random,62,False,459.5
,95.83333333333334,1835,True,500,4,random,63,False,458.75
,94.0,1813,True,500,4,random,64,False,453.25
,96.33333333333334,1841,True,500,4,random,65,False,460.25
,95.66666666666667,1833,True,500,4,random,66,False,458.25
,97.16666666666667,1763,True,500,4,random,67,False,440.75
,95.66666666666667,1852,True,500,4,random,68,False,463.0
,94.33333333333334,1811,True,500,4,random,69,False,452.75
,95.33333333333334,1783,True,500,4,random,70,False,445.75
,95.66666666666667,1775,True,500,4,random,71,False,443.75
,95.33333333333334,1785,True,500,4,random,72,False,446.25
,94.83333333333334,1848,True,500,4,random,73,False,462.0
,95.83333333333334,1795,True,500,4,random,74,False,448.75
,94.5,1850,True,500,4,random,75,False,462.5
,96.5,1799,True,500,4,random,76,False,449.75
,95.16666666666667,1774,True,500,4,random,77,False,443.5
,95.83333333333334,1824,True,500,4,random,78,False,456.0
,97.16666666666667,1793,True,500,4,random,79,False,448.25
,94.83333333333334,1820,True,500,4,random,80,False,455.0
,95.5,1760,True,500,4,random,81,False,440.0
,96.0,1827,True,500,4,random,82,False,456.75
,96.5,1817,True,500,4,random,83,False,454.25
,95.66666666666667,1798,True,500,4,random,84,False,449.5
,95.33333333333334,1812,True,500,4,random,85,False,453.0
,95.83333333333334,1876,True,500,4,random,86,False,469.0
,95.66666666666667,1785,True,500,4,random,87,False,446.25
,92.5,1767,True,500,4,random,88,False,441.75
,97.83333333333334,1794,True,500,4,random,89,False,448.5
,95.83333333333334,1834,True,500,4,random,90,False,458.5
,97.66666666666667,1806,True,500,4,random,91,False,451.5
,95.0,1869,True,500,4,random,92,False,467.25
,94.0,1869,True,500,4,random,93,False,467.25
,94.33333333333334,1808,True,500,4,random,94,False,452.0
,96.33333333333334,1808,True,500,4,random,95,False,452.0
,96.33333333333334,1825,True,500,4,random,96,False,456.25
,93.83333333333333,1809,True,500,4,random,97,False,452.25
,96.5,1815,True,500,4,random,98,False,453.75
,95.83333333333334,1785,True,500,4,random,99,False,446.25
,98.66666666666667,3629,True,500,8,random,0,False,453.625
,98.33333333333333,3608,True,500,8,random,1,False,451.0
,99.0,3638,True,500,8,random,2,False,454.75
,98.66666666666667,3719,True,500,8,random,3,False,464.875
,98.66666666666667,3672,True,500,8,random,4,False,459.0
,99.0,3636,True,500,8,random,5,False,454.5
,99.16666666666667,3654,True,500,8,random,6,False,456.75
,98.83333333333333,3689,True,500,8,random,7,False,461.125
,99.0,3673,True,500,8,random,8,False,459.125
,99.5,3586,True,500,8,random,9,False,448.25
,98.33333333333333,3659,True,500,8,random,10,False,457.375
,99.16666666666667,3684,True,500,8,random,11,False,460.5
,99.0,3590,True,500,8,random,12,False,448.75
,99.16666666666667,3689,True,500,8,random,13,False,461.125
,99.5,3697,True,500,8,random,14,False,462.125
,99.16666666666667,3682,True,500,8,random,15,False,460.25
,99.66666666666667,3635,True,500,8,random,16,False,454.375
,98.5,3678,True,500,8,random,17,False,459.75
,98.16666666666667,3681,True,500,8,random,18,False,460.125
,99.0,3655,True,500,8,random,19,False,456.875
,99.33333333333333,3648,True,500,8,random,20,False,456.0
,99.33333333333333,3500,True,500,8,random,21,False,437.5
,99.0,3592,True,500,8,random,22,False,449.0
,97.66666666666667,3721,True,500,8,random,23,False,465.125
,99.33333333333333,3623,True,500,8,random,24,False,452.875
,99.16666666666667,3652,True,500,8,random,25,False,456.5
,99.33333333333333,3648,True,500,8,random,26,False,456.0
,98.83333333333333,3664,True,500,8,random,27,False,458.0
,98.83333333333333,3655,True,500,8,random,28,False,456.875
,99.33333333333333,3698,True,500,8,random,29,False,462.25
,98.66666666666667,3594,True,500,8,random,30,False,449.25
,99.5,3659,True,500,8,random,31,False,457.375
,99.33333333333333,3696,True,500,8,random,32,False,462.0
,97.83333333333334,3680,True,500,8,random,33,False,460.0
,99.5,3626,True,500,8,random,34,False,453.25
,98.83333333333333,3689,True,500,8,random,35,False,461.125
,99.16666666666667,3541,True,500,8,random,36,False,442.625
,99.0,3710,True,500,8,random,37,False,463.75
,98.0,3686,True,500,8,random,38,False,460.75
,97.16666666666667,3688,True,500,8,random,39,False,461.0
,99.33333333333333,3692,True,500,8,random,40,False,461.5
,98.5,3667,True,500,8,random,41,False,458.375
,99.16666666666667,3722,True,500,8,random,42,False,465.25
,98.83333333333333,3652,True,500,8,random,43,False,456.5
,99.16666666666667,3696,True,500,8,random,44,False,462.0
,98.33333333333333,3658,True,500,8,random,45,False,457.25
,98.33333333333333,3683,True,500,8,random,46,False,460.375
,98.66666666666667,3628,True,500,8,random,47,False,453.5
,99.0,3742,True,500,8,random,48,False,467.75
,98.33333333333333,3657,True,500,8,random,49,False,457.125
,98.83333333333333,3639,True,500,8,random,50,False,454.875
,99.33333333333333,3726,True,500,8,random,51,False,465.75
,99.33333333333333,3646,True,500,8,random,52,False,455.75
,98.33333333333333,3701,True,500,8,random,53,False,462.625
,99.16666666666667,3590,True,500,8,random,54,False,448.75
,99.33333333333333,3639,True,500,8,random,55,False,454.875
,99.33333333333333,3681,True,500,8,random,56,False,460.125
,98.16666666666667,3584,True,500,8,random,57,False,448.0
,99.83333333333333,3661,True,500,8,random,58,False,457.625
,98.5,3665,True,500,8,random,59,False,458.125
,98.0,3664,True,500,8,random,60,False,458.0
,99.66666666666667,3559,True,500,8,random,61,False,444.875
,99.33333333333333,3714,True,500,8,random,62,False,464.25
,98.83333333333333,3681,True,500,8,random,63,False,460.125
,99.66666666666667,3659,True,500,8,random,64,False,457.375
,99.83333333333333,3609,True,500,8,random,65,False,451.125
,99.66666666666667,3715,True,500,8,random,66,False,464.375
,98.83333333333333,3683,True,500,8,random,67,False,460.375
,99.66666666666667,3639,True,500,8,random,68,False,454.875
,97.33333333333334,3692,True,500,8,random,69,False,461.5
,99.83333333333333,3693,True,500,8,random,70,False,461.625
,99.16666666666667,3655,True,500,8,random,71,False,456.875
,99.66666666666667,3729,True,500,8,random,72,False,466.125
,98.33333333333333,3689,True,500,8,random,73,False,461.125
,99.16666666666667,3751,True,500,8,random,74,False,468.875
,98.16666666666667,3644,True,500,8,random,75,False,455.5
,99.16666666666667,3738,True,500,8,random,76,False,467.25
,97.83333333333334,3651,True,500,8,random,77,False,456.375
,99.5,3638,True,500,8,random,78,False,454.75
,99.33333333333333,3641,True,500,8,random,79,False,455.125
,98.66666666666667,3672,True,500,8,random,80,False,459.0
,97.83333333333334,3631,True,500,8,random,81,False,453.875
,99.5,3688,True,500,8,random,82,False,461.0
,98.33333333333333,3722,True,500,8,random,83,False,465.25
,98.83333333333333,3644,True,500,8,random,84,False,455.5
,99.16666666666667,3719,True,500,8,random,85,False,464.875
,99.16666666666667,3663,True,500,8,random,86,False,457.875
,99.33333333333333,3655,True,500,8,random,87,False,456.875
,99.16666666666667,3736,True,500,8,random,88,False,467.0
,97.83333333333334,3692,True,500,8,random,89,False,461.5
,99.0,3678,True,500,8,random,90,False,459.75
,99.5,3649,True,500,8,random,91,False,456.125
,99.16666666666667,3636,True,500,8,random,92,False,454.5
,96.66666666666667,3655,True,500,8,random,93,False,456.875
,99.16666666666667,3696,True,500,8,random,94,False,462.0
,98.83333333333333,3626,True,500,8,random,95,False,453.25
,97.5,3736,True,500,8,random,96,False,467.0
,99.5,3643,True,500,8,random,97,False,455.375
,99.5,3610,True,500,8,random,98,False,451.25
,98.83333333333333,3749,True,500,8,random,99,False,468.625
,99.83333333333333,7447,True,500,16,random,0,False,465.4375
264.0,100.0,7400,True,500,16,random,1,True,462.5
379.0,100.0,7429,True,500,16,random,2,True,464.3125
444.0,100.0,7380,True,500,16,random,3,True,461.25
478.0,100.0,7420,True,500,16,random,4,True,463.75
486.0,100.0,7430,True,500,16,random,5,True,464.375
412.0,100.0,7443,True,500,16,random,6,True,465.1875
,99.66666666666667,7404,True,500,16,random,7,False,462.75
247.0,100.0,7487,True,500,16,random,8,True,467.9375
484.0,100.0,7360,True,500,16,random,9,True,460.0
331.0,100.0,7387,True,500,16,random,10,True,461.6875
,99.83333333333333,7425,True,500,16,random,11,False,464.0625
,99.16666666666667,7350,True,500,16,random,12,False,459.375
,99.66666666666667,7431,True,500,16,random,13,False,464.4375
348.0,100.0,7417,True,500,16,random,14,True,463.5625
374.0,100.0,7442,True,500,16,random,15,True,465.125
,99.66666666666667,7363,True,500,16,random,16,False,460.1875
360.0,100.0,7344,True,500,16,random,17,True,459.0
393.0,100.0,7537,True,500,16,random,18,True,471.0625
356.0,100.0,7327,True,500,16,random,19,True,457.9375
,99.83333333333333,7407,True,500,16,random,20,False,462.9375
412.0,100.0,7415,True,500,16,random,21,True,463.4375
,99.66666666666667,7383,True,500,16,random,22,False,461.4375
,99.83333333333333,7424,True,500,16,random,23,False,464.0
,99.83333333333333,7415,True,500,16,random,24,False,463.4375
403.0,100.0,7461,True,500,16,random,25,True,466.3125
458.0,100.0,7336,True,500,16,random,26,True,458.5
380.0,100.0,7325,True,500,16,random,27,True,457.8125
477.0,100.0,7477,True,500,16,random,28,True,467.3125
,99.5,7386,True,500,16,random,29,False,461.625
410.0,100.0,7309,True,500,16,random,30,True,456.8125
,99.83333333333333,7466,True,500,16,random,31,False,466.625
,99.5,7466,True,500,16,random,32,False,466.625
,99.66666666666667,7422,True,500,16,random,33,False,463.875
,99.83333333333333,7314,True,500,16,random,34,False,457.125
,99.66666666666667,7394,True,500,16,random,35,False,462.125
,99.66666666666667,7439,True,500,16,random,36,False,464.9375
,99.83333333333333,7460,True,500,16,random,37,False,466.25
,99.5,7340,True,500,16,random,38,False,458.75
414.0,100.0,7370,True,500,16,random,39,True,460.625
451.0,100.0,7514,True,500,16,random,40,True,469.625
328.0,100.0,7468,True,500,16,random,41,True,466.75
,99.66666666666667,7341,True,500,16,random,42,False,458.8125
417.0,100.0,7430,True,500,16,random,43,True,464.375
411.0,100.0,7306,True,500,16,random,44,True,456.625
302.0,100.0,7446,True,500,16,random,45,True,465.375
,99.66666666666667,7408,True,500,16,random,46,False,463.0
,99.83333333333333,7471,True,500,16,random,47,False,466.9375
,99.66666666666667,7414,True,500,16,random,48,False,463.375
304.0,100.0,7351,True,500,16,random,49,True,459.4375
380.0,100.0,7539,True,500,16,random,50,True,471.1875
284.0,100.0,7451,True,500,16,random,51,True,465.6875
347.0,100.0,7509,True,500,16,random,52,True,469.3125
470.0,100.0,7440,True,500,16,random,53,True,465.0
,99.5,7456,True,500,16,random,54,False,466.0
456.0,100.0,7391,True,500,16,random,55,True,461.9375
311.0,100.0,7397,True,500,16,random,56,True,462.3125
,99.83333333333333,7404,True,500,16,random,57,False,462.75
489.0,100.0,7430,True,500,16,random,58,True,464.375
,99.83333333333333,7476,True,500,16,random,59,False,467.25
367.0,100.0,7381,True,500,16,random,60,True,461.3125
276.0,100.0,7492,True,500,16,random,61,True,468.25
388.0,100.0,7441,True,500,16,random,62,True,465.0625
,99.83333333333333,7503,True,500,16,random,63,False,468.9375
422.0,100.0,7310,True,500,16,random,64,True,456.875
335.0,100.0,7362,True,500,16,random,65,True,460.125
,99.83333333333333,7454,True,500,16,random,66,False,465.875
,99.83333333333333,7474,True,500,16,random,67,False,467.125
330.0,100.0,7444,True,500,16,random,68,True,465.25
382.0,100.0,7369,True,500,16,random,69,True,460.5625
,99.83333333333333,7346,True,500,16,random,70,False,459.125
459.0,100.0,7448,True,500,16,random,71,True,465.5
,99.83333333333333,7433,True,500,16,random,72,False,464.5625
,99.83333333333333,7406,True,500,16,random,73,False,462.875
,99.33333333333333,7489,True,500,16,random,74,False,468.0625
,99.83333333333333,7283,True,500,16,random,75,False,455.1875
295.0,100.0,7419,True,500,16,random,76,True,463.6875
495.0,100.0,7364,True,500,16,random,77,True,460.25
364.0,100.0,7445,True,500,16,random,78,True,465.3125
,99.5,7369,True,500,16,random,79,False,460.5625
,99.83333333333333,7198,True,500,16,random,80,False,449.875
383.0,100.0,7376,True,500,16,random,81,True,461.0
333.0,100.0,7451,True,500,16,random,82,True,465.6875
351.0,100.0,7427,True,500,16,random,83,True,464.1875
365.0,100.0,7374,True,500,16,random,84,True,460.875
,99.66666666666667,7515,True,500,16,random,85,False,469.6875
,99.83333333333333,7437,True,500,16,random,86,False,464.8125
443.0,100.0,7404,True,500,16,random,87,True,462.75
399.0,100.0,7478,True,500,16,random,88,True,467.375
346.0,100.0,7418,True,500,16,random,89,True,463.625
265.0,100.0,7424,True,500,16,random,90,True,464.0
451.0,100.0,7474,True,500,16,random,91,True,467.125
368.0,100.0,7324,True,500,16,random,92,True,457.75
297.0,100.0,7297,True,500,16,random,93,True,456.0625
362.0,100.0,7431,True,500,16,random,94,True,464.4375
479.0,100.0,7348,True,500,16,random,95,True,459.25
440.0,100.0,7353,True,500,16,random,96,True,459.5625
424.0,100.0,7413,True,500,16,random,97,True,463.3125
312.0,100.0,7414,True,500,16,random,98,True,463.375
262.0,100.0,7403,True,500,16,random,99,True,462.6875
329.0,100.0,400,True,500,1,coordination,0,True,400.0
326.0,100.0,400,True,500,1,coordination,1,True,400.0
322.0,100.0,400,True,500,1,coordination,2,True,400.0
332.0,100.0,400,True,500,1,coordination,3,True,400.0
316.0,100.0,400,True,500,1,coordination,4,True,400.0
334.0,100.0,400,True,500,1,coordination,5,True,400.0
322.0,100.0,400,True,500,1,coordination,6,True,400.0
317.0,100.0,400,True,500,1,coordination,7,True,400.0
306.0,100.0,400,True,500,1,coordination,8,True,400.0
306.0,100.0,400,True,500,1,coordination,9,True,400.0
315.0,100.0,400,True,500,1,coordination,10,True,400.0
319.0,100.0,400,True,500,1,coordination,11,True,400.0
327.0,100.0,400,True,500,1,coordination,12,True,400.0
335.0,100.0,400,True,500,1,coordination,13,True,400.0
321.0,100.0,400,True,500,1,coordination,14,True,400.0
323.0,100.0,400,True,500,1,coordination,15,True,400.0
311.0,100.0,400,True,500,1,coordination,16,True,400.0
308.0,100.0,400,True,500,1,coordination,17,True,400.0
334.0,100.0,400,True,500,1,coordination,18,True,400.0
